 TIME                                    TempTop                                  TempBottom                               Node1                                    Node2                                    Node3                                    Node4                                    Node5                                    Node6                                    Node7                                    Node8                                    Node9                                    Node10                                  
  +6.4500000000000000E+01   +6.1174296472378671E+01   +6.1118189692739335E+01   +6.1174296472378671E+01   +6.1174295435067414E+01   +6.1174295435067414E+01   +6.1174295435067414E+01   +6.1174295435067414E+01   +6.1174295435067414E+01   +6.1118189692739335E+01   +6.0886749371624624E+01   +6.0457881220791812E+01   +5.9045194626219796E+01
  +6.4549999999999997E+01   +6.1164020728729334E+01   +6.1109153162208266E+01   +6.1164020728729334E+01   +6.1164019690400671E+01   +6.1164019690400671E+01   +6.1164019690400671E+01   +6.1164019690400671E+01   +6.1164019690400671E+01   +6.1109153162208266E+01   +6.0877747682065134E+01   +6.0447816661011593E+01   +5.9030983943568735E+01
  +6.4599999999999994E+01   +6.1153734913191002E+01   +6.1100105549197167E+01   +6.1153734913191002E+01   +6.1153733873845276E+01   +6.1153733873845276E+01   +6.1153733873845276E+01   +6.1153733873845276E+01   +6.1153733873845276E+01   +6.1100105549197167E+01   +6.0868735055638808E+01   +6.0437738486081294E+01   +5.9016764052065575E+01
  +6.4650000000000006E+01   +6.1143439029027824E+01   +6.1091046858763548E+01   +6.1143439029027824E+01   +6.1143437988665362E+01   +6.1143437988665362E+01   +6.1143437988665362E+01   +6.1143437988665362E+01   +6.1143437988665362E+01   +6.1091046858763548E+01   +6.0859711491362184E+01   +6.0427646710768052E+01   +5.9002534950583893E+01
  +6.4700000000000003E+01   +6.1133133079503274E+01   +6.1081977095951615E+01   +6.1133133079503274E+01   +6.1133132038124408E+01   +6.1133132038124408E+01   +6.1133132038124408E+01   +6.1133132038124408E+01   +6.1133132038124401E+01   +6.1081977095951615E+01   +6.0850676988284960E+01   +6.0417541349786845E+01   +5.8988296638021936E+01
  +6.4750000000000000E+01   +6.1122817067880113E+01   +6.1072896265792316E+01   +6.1122817067880113E+01   +6.1122816025485164E+01   +6.1122816025485164E+01   +6.1122816025485164E+01   +6.1122816025485164E+01   +6.1122816025485157E+01   +6.1072896265792316E+01   +6.0841631545489804E+01   +6.0407422417800746E+01   +5.8974049113302478E+01
  +6.4799999999999997E+01   +6.1112490997420380E+01   +6.1063804373303505E+01   +6.1112490997420380E+01   +6.1112489954009682E+01   +6.1112489954009682E+01   +6.1112489954009682E+01   +6.1112489954009682E+01   +6.1112489954009689E+01   +6.1063804373303505E+01   +6.0832575162092105E+01   +6.0397289929421184E+01   +5.8959792375372693E+01
  +6.4849999999999994E+01   +6.1102154871385444E+01   +6.1054701423489966E+01   +6.1102154871385444E+01   +6.1102153826959331E+01   +6.1102153826959331E+01   +6.1102153826959331E+01   +6.1102153826959338E+01   +6.1102153826959331E+01   +6.1054701423489966E+01   +6.0823507837239802E+01   +6.0387143899208191E+01   +5.8945526423204008E+01
  +6.4900000000000006E+01   +6.1091808693035979E+01   +6.1045587421343548E+01   +6.1091808693035979E+01   +6.1091807647594770E+01   +6.1091807647594777E+01   +6.1091807647594777E+01   +6.1091807647594777E+01   +6.1091807647594770E+01   +6.1045587421343548E+01   +6.0814429570113177E+01   +6.0376984341670649E+01   +5.8931251255791999E+01
  +6.4950000000000003E+01   +6.1081452465631926E+01   +6.1036462371843243E+01   +6.1081452465631926E+01   +6.1081451419175970E+01   +6.1081451419175970E+01   +6.1081451419175970E+01   +6.1081451419175963E+01   +6.1081451419175970E+01   +6.1036462371843243E+01   +6.0805340359924614E+01   +6.0366811271266592E+01   +5.8916966872156266E+01
  +6.5000000000000000E+01   +6.1071086192432560E+01   +6.1027326279955247E+01   +6.1071086192432560E+01   +6.1071085144962169E+01   +6.1071085144962161E+01   +6.1071085144962161E+01   +6.1071085144962169E+01   +6.1071085144962169E+01   +6.1027326279955247E+01   +6.0796240205918458E+01   +6.0356624702403401E+01   +5.8902673271340277E+01
  +6.5049999999999997E+01   +6.1060692335046440E+01   +6.1017710629047833E+01   +6.1060692335046440E+01   +6.1060691283724282E+01   +6.1060691283724275E+01   +6.1060691283724282E+01   +6.1060691283724282E+01   +6.1060691283724282E+01   +6.1017710629047833E+01   +6.0786234717598290E+01   +6.0343277623500526E+01   +5.8806502798642825E+01
  +6.5099999999999994E+01   +6.1050259218333693E+01   +6.1007147607205582E+01   +6.1050259218333693E+01   +6.1050258162944608E+01   +6.1050258162944615E+01   +6.1050258162944608E+01   +6.1050258162944615E+01   +6.1050258162944615E+01   +6.1007147607205582E+01   +6.0774396478482906E+01   +6.0322562357099812E+01   +5.8547819169514298E+01
  +6.5150000000000006E+01   +6.1039784628325499E+01   +6.0995620037597753E+01   +6.1039784628325499E+01   +6.1039783568641440E+01   +6.1039783568641440E+01   +6.1039783568641440E+01   +6.1039783568641440E+01   +6.1039783568641440E+01   +6.0995620037597753E+01   +6.0760593092621022E+01   +6.0291448310859650E+01   +5.8129906064227541E+01
  +6.5200000000000003E+01   +6.1029265316965777E+01   +6.0983097266999863E+01   +6.1029265316965777E+01   +6.1029264252563294E+01   +6.1029264252563294E+01   +6.1029264252563301E+01   +6.1029264252563294E+01   +6.1029264252563294E+01   +6.0983097266999863E+01   +6.0744550039508525E+01   +6.0245207932318323E+01   +5.7557913590376685E+01
  +6.5250000000000000E+01   +6.1018696027617459E+01   +6.0969528184932685E+01   +6.1018696027617459E+01   +6.1018694957863410E+01   +6.1018694957863403E+01   +6.1018694957863403E+01   +6.1018694957863403E+01   +6.1018694957863403E+01   +6.0969528184932685E+01   +6.0725763553247802E+01   +6.0177613749100068E+01   +5.6838751776888742E+01
  +6.5299999999999997E+01   +6.1008069297301112E+01   +6.0954829496462246E+01   +6.1008069297301112E+01   +6.1008068221327143E+01   +6.1008068221327143E+01   +6.1008068221327143E+01   +6.1008068221327143E+01   +6.1008068221327143E+01   +6.0954829496462246E+01   +6.0703393637808986E+01   +6.0081196046213044E+01   +5.5980952302972241E+01
  +6.5349999999999994E+01   +6.0997375047524166E+01   +6.0938864491892829E+01   +6.0997375047524166E+01   +6.0997373964169853E+01   +6.0997373964169846E+01   +6.0997373964169853E+01   +6.0997373964169853E+01   +6.0997373964169846E+01   +6.0938864491892829E+01   +6.0676146193014468E+01   +5.9947549433023141E+01   +5.4994500821045307E+01
  +6.5400000000000006E+01   +6.0986633840348730E+01   +6.0921415816633804E+01   +6.0986633840348730E+01   +6.0986632754897030E+01   +6.0986632754897038E+01   +6.0986632754897038E+01   +6.0986632754897038E+01   +6.0986429859669023E+01   +6.0921415816633804E+01   +6.0642155368942902E+01   +5.9767676210575942E+01   +5.3890644603458185E+01
  +6.5450000000000003E+01   +6.0975873904255941E+01   +6.0902144556979955E+01   +6.0975873904255941E+01   +6.0975872817149558E+01   +6.0975872817149558E+01   +6.0975872817149558E+01   +6.0975872817149551E+01   +6.0974989192366664E+01   +6.0902144556979955E+01   +6.0598877571194265E+01   +5.9532352100773146E+01   +5.2681681708349188E+01
  +6.5500000000000000E+01   +6.0965094267481874E+01   +6.0880534179749880E+01   +6.0965094267481874E+01   +6.0965093178092161E+01   +6.0965093178092168E+01   +6.0965093178092161E+01   +6.0965093178092168E+01   +6.0962913773696414E+01   +6.0880534179749880E+01   +6.0543008159072869E+01   +5.9232499248577717E+01   +5.1380734789550885E+01
  +6.5549999999999997E+01   +6.0954287233402972E+01   +6.0855826353045195E+01   +6.0954287233402972E+01   +6.0954286140811263E+01   +6.0954286140811263E+01   +6.0954286140811263E+01   +6.0954286140811263E+01   +6.0950046164544794E+01   +6.0855826353045195E+01   +6.0470430890612185E+01   +5.8859552469953272E+01   +5.0001515640471311E+01
  +6.5599999999999994E+01   +6.0943441700586540E+01   +6.0826945994678070E+01   +6.0943441700586540E+01   +6.0943440603478294E+01   +6.0943440603478301E+01   +6.0943440603478294E+01   +6.0943440603478294E+01   +6.0936169678541191E+01   +6.0826945994678070E+01   +6.0376208146075101E+01   +5.8405804508730633E+01   +4.8558088239522668E+01
  +6.5650000000000006E+01   +6.0932541859975167E+01   +6.0792420280019535E+01   +6.0932541859975167E+01   +6.0932540756483597E+01   +6.0932540756483597E+01   +6.0932540756483604E+01   +6.0932540756483597E+01   +6.0920981827639402E+01   +6.0792420280019535E+01   +6.0254617504870339E+01   +5.7864717487245393E+01   +4.7064634658429455E+01
  +6.5700000000000003E+01   +6.0921565279948361E+01   +6.0750296699120028E+01   +6.0921565279948361E+01   +6.0921564167425416E+01   +6.0921564167425423E+01   +6.0921564167425416E+01   +6.0921564167425423E+01   +6.0904059216208282E+01   +6.0750296699120028E+01   +6.0099237368421548E+01   +5.7231189546285854E+01   +4.5535229338174986E+01
  +6.5750000000000000E+01   +6.0910480136778339E+01   +6.0698066382495369E+01   +6.0910480136778339E+01   +6.0910479011466357E+01   +6.0910479011466364E+01   +6.0910479011466357E+01   +6.0910479011466357E+01   +6.0884813325722696E+01   +6.0698066382495369E+01   +5.9903081203905828E+01   +5.6501767808058396E+01   +4.3983626557295807E+01
  +6.5799999999999997E+01   +6.0899260668369095E+01   +6.0632599670591084E+01   +6.0899260668369095E+01   +6.0899259528809914E+01   +6.0899259528809914E+01   +6.0899259528809914E+01   +6.0899162677692381E+01   +6.0862437374935027E+01   +6.0632599670591084E+01   +5.9658776862742243E+01   +5.5674801267248171E+01   +4.2423065340722680E+01
  +6.5849999999999994E+01   +6.0887958684615299E+01   +6.0550101290476107E+01   +6.0887958684615299E+01   +6.0887957542582186E+01   +6.0887957542582186E+01   +6.0887957542582193E+01   +6.0887087592561279E+01   +6.0835845304050721E+01   +6.0550101290476107E+01   +5.9358785066473153E+01   +5.4750531471226623E+01   +4.0866097884914481E+01
  +6.5900000000000006E+01   +6.0876618284004110E+01   +6.0446092009939363E+01   +6.0876618284004110E+01   +6.0876617136790209E+01   +6.0876617136790209E+01   +6.0876617136790216E+01   +6.0873619924101568E+01   +6.0803604762202795E+01   +6.0446092009939363E+01   +5.8995647849389336E+01   +5.3731118509231578E+01   +3.9324440789705264E+01
  +6.5950000000000003E+01   +6.0865205752851260E+01   +6.0315422586978933E+01   +6.0865205752851260E+01   +6.0865204596383158E+01   +6.0865204596383158E+01   +6.0865204596383158E+01   +6.0858250473782249E+01   +6.0763868283338311E+01   +6.0315422586978933E+01   +5.8562255343159663E+01   +5.2620601879451797E+01   +3.7808848510159734E+01
  +6.6000000000000000E+01   +6.0853671112337501E+01   +6.0152324547280976E+01   +6.0853671112337501E+01   +6.0853669940635818E+01   +6.0853669940635818E+01   +6.0853669940635818E+01   +6.0840290962531483E+01   +6.0714306898731145E+01   +6.0152324547280976E+01   +5.8052118951310021E+01   +5.1424801880512398E+01   +3.6329014444152023E+01
  +6.6049999999999997E+01   +6.0841970739837741E+01   +5.9959798549732028E+01   +6.0841970739837741E+01   +6.0841969548662121E+01   +6.0841969548662121E+01   +6.0841969548662114E+01   +6.0819485559300453E+01   +6.0654744204275794E+01   +5.9959798549732028E+01   +5.7485970703713612E+01   +5.0204045828189741E+01   +3.4949719015896513E+01
  +6.6099999999999994E+01   +6.0830056627307691E+01   +5.9744252752398410E+01   +6.0830056627307691E+01   +6.0830055412431186E+01   +6.0830055412431179E+01   +6.0830055412431186E+01   +6.0795803863940598E+01   +6.0586014037023688E+01   +5.9744252752398410E+01   +5.6890544201506138E+01   +4.9017253000017298E+01   +3.3718468285916870E+01
  +6.6150000000000006E+01   +6.0817964593458072E+01   +5.9507497072466784E+01   +6.0817964593458072E+01   +6.0817963366142259E+01   +6.0817963366142251E+01   +6.0817661671414768E+01   +6.0769001907919488E+01   +6.0507909783399008E+01   +5.9507497072466784E+01   +5.6273955901080392E+01   +4.7872509141758670E+01   +3.2617772840578752E+01
  +6.6200000000000003E+01   +6.0805786460454428E+01   +5.9251786022155109E+01   +6.0805786460454428E+01   +6.0805785228042474E+01   +6.0805785228042474E+01   +6.0804364864209653E+01   +6.0738897212531533E+01   +6.0420482662233653E+01   +5.9251786022155109E+01   +5.5643736397652788E+01   +4.6775406249245862E+01   +3.1632467332145676E+01
  +6.6250000000000000E+01   +6.0793546805443626E+01   +5.8979684579434256E+01   +6.0793546805443626E+01   +6.0793545565677228E+01   +6.0793545565677235E+01   +6.0789951766307880E+01   +6.0705378798715955E+01   +6.0324026734121695E+01   +5.8979684579434256E+01   +5.5006730668247883E+01   +4.5729597650310097E+01   +3.0749378291001531E+01
  +6.6299999999999997E+01   +6.0781224353478926E+01   +5.8693952269348991E+01   +6.0781224353478926E+01   +6.0781223104315842E+01   +6.0781223104315835E+01   +6.0774366888654434E+01   +6.0668414488061273E+01   +6.0219056106416815E+01   +5.8693952269348991E+01   +5.4369058070675834E+01   +4.4737239781491418E+01   +2.9957043728272364E+01
  +6.6349999999999994E+01   +6.0768800240808112E+01   +5.8397445783301819E+01   +6.0768800240808112E+01   +6.0768798980476568E+01   +6.0768798980476568E+01   +6.0757576690444594E+01   +6.0628054033408297E+01   +6.0106276635170936E+01   +5.8397445783301819E+01   +5.3736112830823799E+01   +4.3799343757818193E+01   +2.9245475508150541E+01
  +6.6400000000000006E+01   +6.0756258533140645E+01   +5.8093039831185088E+01   +6.0756258533140645E+01   +6.0756257260189820E+01   +6.0756257260189820E+01   +6.0739572585528414E+01   +6.0584428461767658E+01   +5.9986554878755186E+01   +5.8093039831185088E+01   +5.3112591533691571E+01   +4.2916055223976670E+01   +2.8605957882102537E+01
  +6.6450000000000003E+01   +6.0743586688472703E+01   +5.7783564670008118E+01   +6.0743586688472703E+01   +6.0743585401815956E+01   +6.0743585401815956E+01   +6.0720372891583175E+01   +6.0537746419574248E+01   +5.9860886336946415E+01   +5.7783564670008118E+01   +5.2502537202588428E+01   +4.2086876159501564E+01   +2.8030875791376566E+01
  +6.6500000000000000E+01   +6.0730775934910255E+01   +5.7471758424155787E+01   +6.0730775934910255E+01   +6.0730774633858452E+01   +6.0730774633858452E+01   +6.0700023705846093E+01   +6.0488288146453812E+01   +5.9730364494619160E+01   +5.7471758424155787E+01   +5.1909392811717979E+01   +4.1310840242902316E+01   +2.7513568323378095E+01
  +6.6549999999999997E+01   +6.0717832561390999E+01   +5.7164220869166193E+01   +6.0717832561390999E+01   +6.0717831247584932E+01   +6.0717831247584940E+01   +6.0678772878450445E+01   +6.0436990231840518E+01   +5.9597844578814659E+01   +5.7164220869166193E+01   +5.1343310027990377E+01   +4.0595647691960167E+01   +2.7054131386224157E+01
  +6.6599999999999994E+01   +6.0704770987060172E+01   +5.6867710362280171E+01   +6.0704770987060172E+01   +6.0704769662050637E+01   +6.0704769662050637E+01   +6.0656948876820636E+01   +6.0384982339544052E+01   +5.9466491668912177E+01   +5.6867710362280171E+01   +5.0813911683202548E+01   +3.9947968063540308E+01   +2.6652390098112171E+01
  +6.6650000000000006E+01   +6.0691609132190315E+01   +5.6585332227782182E+01   +6.0691609132190315E+01   +6.0691607798048452E+01   +6.0691607798048459E+01   +6.0634799203252271E+01   +6.0333018270577746E+01   +5.9338143407410591E+01   +5.6585332227782182E+01   +5.0323530661756024E+01   +3.9365244816739597E+01   +2.6302503820625752E+01
  +6.6700000000000003E+01   +6.0678369758852014E+01   +5.6319852950157021E+01   +6.0678369758852014E+01   +6.0678368418108647E+01   +6.0678368418108647E+01   +6.0612591383542878E+01   +6.0281866649773733E+01   +5.9214559290256894E+01   +5.6319852950157021E+01   +4.9873970716296000E+01   +3.8844947683626131E+01   +2.5999510333277673E+01
  +6.6750000000000000E+01   +6.0665078795121261E+01   +5.6073705844537514E+01   +6.0665078795121261E+01   +6.0665077450490223E+01   +6.0665077450490223E+01   +6.0590602304197809E+01   +6.0232286993629565E+01   +5.9097389008603614E+01   +5.6073705844537514E+01   +4.9466600191610212E+01   +3.8384645850131264E+01   +2.5739209005677544E+01
  +6.6799999999999997E+01   +6.0651764117337727E+01   +5.5849005691688973E+01   +6.0651764117337727E+01   +6.0651762771744011E+01   +6.0651762771744018E+01   +6.0569109958639103E+01   +6.0185011997006832E+01   +5.8988152218458211E+01   +5.5849005691688973E+01   +4.9102434410512984E+01   +3.7982060522596747E+01   +2.5518063953928262E+01
  +6.6849999999999994E+01   +6.0638454671094031E+01   +5.5647568575737196E+01   +6.0638454671094031E+01   +6.0638453327469243E+01   +6.0638453327469243E+01   +6.0548387073414453E+01   +6.0140734644138632E+01   +5.8888226717599771E+01   +5.5647568575737196E+01   +4.8782207039762561E+01   +3.7635102044750802E+01   +2.5333124124660941E+01
  +6.6900000000000006E+01   +6.0828820080383814E+01   +5.5775084278531523E+01   +6.0828820080383814E+01   +6.0644645048075880E+01   +6.0627559460866159E+01   +6.0537444161188048E+01   +6.0138856599724186E+01   +5.8917431423649553E+01   +5.5775084278531523E+01   +4.9145676891951496E+01   +3.8376083079052577E+01   +2.6326852161330883E+01
  +6.6950000000000003E+01   +6.1181172205573681E+01   +5.6208807894477587E+01   +6.1181172205573681E+01   +6.0699870569662878E+01   +6.0625406840898798E+01   +6.0537233448024494E+01   +6.0177749427671159E+01   +5.9068767364914827E+01   +5.6208807894477587E+01   +5.0138255326078486E+01   +4.0117095884455168E+01   +2.8425111777887402E+01
  +6.7000000000000000E+01   +6.1483585579299920E+01   +5.6648432816185050E+01   +6.1483585579299920E+01   +6.0806256913072914E+01   +6.0639290095163972E+01   +6.0540930734362647E+01   +6.0219071093876821E+01   +5.9224931064622133E+01   +5.6648432816185050E+01   +5.1132136838253153E+01   +4.1857786231498167E+01   +3.0561854893877658E+01
  +6.7049999999999997E+01   +6.1743635122575597E+01   +5.7080810167793921E+01   +6.1743635122575597E+01   +6.0950259669674658E+01   +6.0675775521018245E+01   +6.0551018702016854E+01   +6.0261117936874477E+01   +5.9379485657144642E+01   +5.7080810167793921E+01   +5.2107598555817944E+01   +4.3578898340495947E+01   +3.2731775726205399E+01
  +6.7099999999999994E+01   +6.1966726992870512E+01   +5.7495843767169390E+01   +6.1966726992870512E+01   +6.1120694602010488E+01   +6.0738836177618154E+01   +6.0571144953934585E+01   +6.0303541881512480E+01   +5.9527803728097759E+01   +5.7495843767169390E+01   +5.3048760824613119E+01   +4.5262750539647151E+01   +3.4922879177311103E+01
  +6.7150000000000006E+01   +6.2154753977216984E+01   +5.7884982155740424E+01   +6.2154753977216984E+01   +6.1304983818053586E+01   +6.0828365527895897E+01   +6.0604924371915295E+01   +6.0347379772125677E+01   +5.9667021205012375E+01   +5.7884982155740424E+01   +5.3937760057101237E+01   +4.6878671017776291E+01   +3.7096652033006166E+01
  +6.7200000000000003E+01   +6.2310361415612419E+01   +5.8242161612844910E+01   +6.2310361415612419E+01   +6.1492277939038466E+01   +6.0941460638144221E+01   +6.0655149441799111E+01   +6.0394465983954049E+01   +5.9795713839138870E+01   +5.8242161612844910E+01   +5.4760985693779951E+01   +4.8401360189564194E+01   +3.9217344757216061E+01
  +6.7250000000000000E+01   +6.2439058504129612E+01   +5.8568968817642457E+01   +6.2439058504129612E+01   +6.1676336320309467E+01   +6.1074765019006129E+01   +6.0724108027306130E+01   +6.0447913734687567E+01   +5.9915862373000571E+01   +5.8568968817642457E+01   +5.5520543641499998E+01   +4.9831912160105077E+01   +4.1282252601719804E+01
  +6.7299999999999997E+01   +6.2545411534227021E+01   +5.8867664109429754E+01   +6.2545411534227021E+01   +6.1852864854476053E+01   +6.1224417899264942E+01   +6.0813223986147271E+01   +6.0511052106846918E+01   +6.0030148990999834E+01   +5.8867664109429754E+01   +5.6219174088998180E+01   +5.1172252031187632E+01   +4.3289741197917074E+01
  +6.7349999999999994E+01   +6.2633144094955945E+01   +5.9141021995335073E+01   +6.2633144094955945E+01   +6.2018932646179906E+01   +6.1386354789758755E+01   +6.0923061412093126E+01   +6.0587234797288922E+01   +6.0141862391061906E+01   +5.9141021995335073E+01   +5.6859768092686217E+01   +5.2424172084999185E+01   +4.5237777295016805E+01
  +6.7400000000000006E+01   +6.2705321738188232E+01   +5.9392460404457104E+01   +6.2705321738188232E+01   +6.2172615587301536E+01   +6.1556517754557511E+01   +6.1053380978632632E+01   +6.0679704571654753E+01   +6.0254896328623104E+01   +5.9392460404457104E+01   +5.7445499118374428E+01   +5.3589385810802241E+01   +4.7123730580317392E+01
  +6.7450000000000003E+01   +6.2764493454161993E+01   +5.9626199038180893E+01   +6.2764493454161993E+01   +6.2312733406747611E+01   +6.1730974114519661E+01   +6.1203200271891603E+01   +6.0791473121771695E+01   +6.0373744124268278E+01   +5.9626199038180893E+01   +5.7980005780648831E+01   +5.4669615105230498E+01   +4.8944124547607196E+01
  +6.7500000000000000E+01   +6.2812800612136542E+01   +5.9847456811076434E+01   +6.2812800612136542E+01   +6.2438655284319218E+01   +6.1905969408943498E+01   +6.1370834270588546E+01   +6.0925200644014225E+01   +6.0503488247523620E+01   +5.9847456811076434E+01   +5.8467648653679873E+01   +5.5666733128979324E+01   +5.0694319424847613E+01
  +6.7549999999999997E+01   +6.2852174333957095E+01   +6.0063314960140701E+01   +6.2852174333957095E+01   +6.2550500817833232E+01   +6.2078622594809680E+01   +6.1554775695121855E+01   +6.1083876858634810E+01   +6.0650431536344222E+01   +6.0063314960140701E+01   +5.8914926702218715E+01   +5.6585385110392274E+01   +5.2357296797779952E+01
  +6.7599999999999994E+01   +6.2885230786501758E+01   +6.0288419426920363E+01   +6.2885230786501758E+01   +6.2650733722873603E+01   +6.2249870986903822E+01   +6.1757729811607554E+01   +6.1275181363191187E+01   +6.0826682863496636E+01   +6.0288419426920363E+01   +5.9339381539753816E+01   +5.7448785880663351E+01   +5.3951616165884445E+01
  +6.7650000000000006E+01   +6.2913499846703516E+01   +6.0539885130125782E+01   +6.2913499846703516E+01   +6.2740185806472624E+01   +6.2418111094824475E+01   +6.1979649935041941E+01   +6.1505775738145815E+01   +6.1046017998574669E+01   +6.0539885130125782E+01   +5.9757523944374796E+01   +5.8270687388146314E+01   +5.5490175881979980E+01
  +6.7700000000000003E+01   +6.2937119002334967E+01   +6.0835611800291872E+01   +6.2937119002334967E+01   +6.2817145976232915E+01   +6.2576841559248948E+01   +6.2213349739075085E+01   +6.1776027213730792E+01   +6.1319905823028044E+01   +6.0835611800291872E+01   +6.0183681719073533E+01   +5.9050160099702254E+01   +5.6948264921925855E+01
  +6.7750000000000000E+01   +6.2956247553738308E+01   +6.1196866904547548E+01   +6.2956247553738308E+01   +6.2880020316166807E+01   +6.2718090244500523E+01   +6.2446019359727536E+01   +6.2078272645508321E+01   +6.1655253509516889E+01   +6.1196866904547548E+01   +6.0642357984965777E+01   +5.9796474025154332E+01   +5.8300743587237911E+01
  +6.7799999999999997E+01   +6.2971188656977120E+01   +6.1640050480476148E+01   +6.2971188656977120E+01   +6.2927887406115843E+01   +6.2833518614959125E+01   +6.2658716543491323E+01   +6.2391403659581528E+01   +6.2044674239203751E+01   +6.1640050480476148E+01   +6.1168224468583141E+01   +6.0539870025223195E+01   +5.9539385919380614E+01
  +6.7849999999999994E+01   +6.2982693450814608E+01   +6.2158850320098878E+01   +6.2982693450814608E+01   +6.2961580201611127E+01   +6.2917560260775744E+01   +6.2830282926234169E+01   +6.2679436568162096E+01   +6.2454730345387965E+01   +6.2158850320098878E+01   +6.1795692574426930E+01   +6.1343324359995847E+01   +6.0713542900652449E+01
  +6.7900000000000006E+01   +6.2975720042716063E+01   +6.2338775083402744E+01   +6.2975720042716063E+01   +6.2966056382931491E+01   +6.2936643471585192E+01   +6.2876960853449319E+01   +6.2766692790879915E+01   +6.2589164940501966E+01   +6.2338775083402744E+01   +6.2018618353899527E+01   +6.1623195216069249E+01   +6.1099270856857721E+01
  +6.7950000000000003E+01   +6.2956252747186944E+01   +6.2328402034400590E+01   +6.2956252747186944E+01   +6.2954045733303502E+01   +6.2926151293873438E+01   +6.2866455817486170E+01   +6.2756195531932271E+01   +6.2578712317816475E+01   +6.2328402034400590E+01   +6.2008332726273878E+01   +6.1612940706055738E+01   +6.1080218154770350E+01
  +6.8000000000000000E+01   +6.2939392914897738E+01   +6.2318014149814864E+01   +6.2939392914897738E+01   +6.2939391322614142E+01   +6.2915641984851781E+01   +6.2855936003059021E+01   +6.2745683518466521E+01   +6.2568244924343631E+01   +6.2318014149814864E+01   +6.1998032129975996E+01   +6.1602657978835339E+01   +6.1061154174296320E+01
  +6.8049999999999997E+01   +6.2923618746339258E+01   +6.2307611059783120E+01   +6.2923618746339258E+01   +6.2923617152333428E+01   +6.2905111220978355E+01   +6.2845401033893530E+01   +6.2735156380650700E+01   +6.2557762390246374E+01   +6.2307611059783120E+01   +6.1987716175527403E+01   +6.1592346713943527E+01   +6.1042078146496102E+01
  +6.8099999999999994E+01   +6.2907826964605000E+01   +6.2297192020755865E+01   +6.2907826964605000E+01   +6.2907825368763689E+01   +6.2894556615218221E+01   +6.2834850155856870E+01   +6.2724613374981011E+01   +6.2547263972029967E+01   +6.2297192020755865E+01   +6.1977384099931164E+01   +6.1582006216178399E+01   +6.1022988553955415E+01
  +6.8150000000000006E+01   +6.2892017011045198E+01   +6.2286756663559608E+01   +6.2892017011045198E+01   +6.2892015413368753E+01   +6.2883977822308459E+01   +6.2824282988037126E+01   +6.2714054132340962E+01   +6.2536749300604775E+01   +6.2286756663559608E+01   +6.1967035514732103E+01   +6.1571636163670320E+01   +6.1003884631553376E+01
  +6.8200000000000003E+01   +6.2876188889292870E+01   +6.2276304992870692E+01   +6.2876188889292870E+01   +6.2876187289781690E+01   +6.2873374870482067E+01   +6.2813699523475982E+01   +6.2703478657475038E+01   +6.2526218380759637E+01   +6.2276304992870692E+01   +6.1956670405488609E+01   +6.1561236607929210E+01   +6.0984766364910527E+01
  +6.8250000000000000E+01   +6.2861178473281129E+01   +6.2265837013335450E+01   +6.2861178473281129E+01   +6.2861177040717031E+01   +6.2861075709744185E+01   +6.2803099755287931E+01   +6.2692886955108754E+01   +6.2515671217281678E+01   +6.2265837013335450E+01   +6.1946288757891679E+01   +6.1550807600250636E+01   +6.0965633739755489E+01
  +6.8299999999999997E+01   +6.2847018753852481E+01   +6.2255352729570490E+01   +6.2847018753852481E+01   +6.2847017326234102E+01   +6.2847017326234102E+01   +6.2792481156073599E+01   +6.2682279028040156E+01   +6.2505107814956254E+01   +6.2255352729570490E+01   +6.1935890557764147E+01   +6.1540349191716878E+01   +6.0946486741924346E+01
  +6.8349999999999994E+01   +6.2832874229360257E+01   +6.2244852146163019E+01   +6.2832874229360257E+01   +6.2832872799867857E+01   +6.2832872799867857E+01   +6.2781841111833131E+01   +6.2671654875181900E+01   +6.2494528178561133E+01   +6.2244852146163019E+01   +6.1925475791059874E+01   +6.1529861433198022E+01   +6.0927325357360161E+01
  +6.8400000000000006E+01   +6.2818711152565669E+01   +6.2234335267671099E+01   +6.2818711152565669E+01   +6.2818709721199838E+01   +6.2818709721199838E+01   +6.2771179539334859E+01   +6.2661014493425292E+01   +6.2483932312860489E+01   +6.2234335267671099E+01   +6.1915044443862932E+01   +6.1519344375352958E+01   +6.0908149572112400E+01
  +6.8450000000000003E+01   +6.2804529529384098E+01   +6.2223802098623928E+01   +6.2804529529384098E+01   +6.2804528096145432E+01   +6.2804528096145432E+01   +6.2760496457508452E+01   +6.2650357879630775E+01   +6.2473320222604791E+01   +6.2223802098623928E+01   +6.1904596502386809E+01   +6.1508798068630540E+01   +6.0888959372336359E+01
  +6.8500000000000000E+01   +6.2790329365735118E+01   +6.2213252643522090E+01   +6.2790329365735118E+01   +6.2790327930624223E+01   +6.2790327930624215E+01   +6.2749791885225015E+01   +6.2639685030704925E+01   +6.2462691912530836E+01   +6.2213252643522090E+01   +6.1894131952973630E+01   +6.1498222563270545E+01   +6.0869754744292692E+01
