 TIME                                    TempTop                                  TempBottom                               C_Load                                   C_Tmax                                   C_Tmin                                   C_All                                   
  +1.3750000000000000E+01   +5.9451613891659619E+01   +6.1426325206227801E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.3800000000000001E+01   +5.9435472806815035E+01   +6.1416597536832562E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.3850000000000000E+01   +5.9419349596184574E+01   +6.1406872465152887E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.3900000000000000E+01   +5.9403244216680946E+01   +6.1397149985759725E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.3949999999999999E+01   +5.9387156625369933E+01   +6.1387430093245982E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4000000000000000E+01   +5.9371086779469699E+01   +6.1377712782226503E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4050000000000001E+01   +5.9355035386491750E+01   +6.1367998421520838E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4100000000000000E+01   +5.9339003902694579E+01   +6.1358287753626783E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4150000000000000E+01   +5.9322993032314344E+01   +6.1348581146657857E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4199999999999999E+01   +5.9307002729115531E+01   +6.1338878594870017E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4250000000000000E+01   +5.9291032947023176E+01   +6.1329180092541876E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4300000000000001E+01   +5.9275083640122155E+01   +6.1319485633974644E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4350000000000000E+01   +5.9259154762656543E+01   +6.1309795213492130E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4400000000000000E+01   +5.9243246269028923E+01   +6.1300108825440674E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4449999999999999E+01   +5.9227358113799781E+01   +6.1290426464189153E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4500000000000000E+01   +5.9211490251686797E+01   +6.1280748124128934E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4550000000000001E+01   +5.9195642637564205E+01   +6.1271073799673879E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4600000000000000E+01   +5.9179815226462168E+01   +6.1261403485260260E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4650000000000000E+01   +5.9164007973566115E+01   +6.1251737175346761E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4699999999999999E+01   +5.9148220834216076E+01   +6.1242074864414462E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4750000000000000E+01   +5.9132453763906071E+01   +6.1232416546966789E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4800000000000001E+01   +5.9116706718283453E+01   +6.1222762217529471E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4850000000000000E+01   +5.9100979653148293E+01   +6.1213111870650529E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4900000000000000E+01   +5.9085272524452719E+01   +6.1203465500900251E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.4949999999999999E+01   +5.9069585288300317E+01   +6.1193823102871121E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5000000000000000E+01   +5.9053917900945478E+01   +6.1184184671177853E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5050000000000001E+01   +5.9038270318792790E+01   +6.1174550200457283E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5100000000000000E+01   +5.9022642498396415E+01   +6.1164918903105537E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5150000000000000E+01   +5.9007034396459460E+01   +6.1155289741418066E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5199999999999999E+01   +5.8991445969833372E+01   +6.1145662465680317E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5250000000000000E+01   +5.8975877175517297E+01   +6.1136037083165988E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5300000000000001E+01   +5.8960327970657488E+01   +6.1126413601107451E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5350000000000000E+01   +5.8944798312546681E+01   +6.1116792026695983E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5400000000000000E+01   +5.8929288158623471E+01   +6.1107172367082100E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5449999999999999E+01   +5.8913797466471735E+01   +6.1097554629375793E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5500000000000000E+01   +5.8898326193819969E+01   +6.1087938820646876E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5550000000000001E+01   +5.8882874298540763E+01   +6.1078324947925168E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5600000000000000E+01   +5.8867441738650143E+01   +6.1068713018200846E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5650000000000000E+01   +5.8852028472306984E+01   +6.1059103038424688E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5699999999999999E+01   +5.8836634457812437E+01   +6.1049495015508349E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5750000000000000E+01   +5.8821259653609317E+01   +6.1039888956324631E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5800000000000001E+01   +5.8805904018281531E+01   +6.1030284867707756E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5850000000000000E+01   +5.8790567510553451E+01   +6.1020682756453617E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5900000000000000E+01   +5.8775250089289401E+01   +6.1011082629320057E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.5949999999999999E+01   +5.8759951713493010E+01   +6.1001484493027128E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6000000000000000E+01   +5.8744672342306664E+01   +6.0991888354257341E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6050000000000001E+01   +5.8729411935010937E+01   +6.0982294219655948E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6100000000000001E+01   +5.8714170451024010E+01   +6.0972702095831174E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6149999999999999E+01   +5.8698947849901081E+01   +6.0963111989354495E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6199999999999999E+01   +5.8683744091333828E+01   +6.0953523906760857E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6250000000000000E+01   +5.8668559135149835E+01   +6.0943937854548977E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6300000000000001E+01   +5.8653392941312028E+01   +6.0934353839181547E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6350000000000001E+01   +5.8638245469918104E+01   +6.0924771867085504E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6399999999999999E+01   +5.8623116681199996E+01   +6.0915191944652278E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6449999999999999E+01   +5.8608006535523302E+01   +6.0905614078238031E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6500000000000000E+01   +5.8592914993386728E+01   +6.0896038274163892E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6550000000000001E+01   +5.8577842015421581E+01   +6.0886464538716218E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6600000000000001E+01   +5.8562787562391144E+01   +6.0876892878146805E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6649999999999999E+01   +5.8547751595190213E+01   +6.0867323298673170E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6699999999999999E+01   +5.8532734074844512E+01   +6.0857755806478735E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6750000000000000E+01   +5.8517734962510161E+01   +6.0848190407713091E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6800000000000001E+01   +5.8502754219473140E+01   +6.0838627108492233E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6850000000000001E+01   +5.8487791807148746E+01   +6.0829065914898784E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6899999999999999E+01   +5.8472847687081092E+01   +6.0819506832982206E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.6949999999999999E+01   +5.8457921820942524E+01   +6.0809949868759077E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7000000000000000E+01   +5.8443014170533154E+01   +6.0800395028213266E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7050000000000001E+01   +5.8347097301124393E+01   +6.0790303073313197E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7100000000000001E+01   +5.8090365335312477E+01   +6.0779134941850351E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7149999999999999E+01   +5.7676074962481643E+01   +6.0766871090637878E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7199999999999999E+01   +5.7109334297551676E+01   +6.0753477292871686E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7250000000000000E+01   +5.6396997826498620E+01   +6.0738897329766189E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7300000000000001E+01   +5.5547529763678789E+01   +6.0723040959155867E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7350000000000001E+01   +5.4570837036381505E+01   +6.0705762731822645E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7399999999999999E+01   +5.3478077666276974E+01   +6.0686834829883047E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7449999999999999E+01   +5.2281449968084004E+01   +6.0665906422389845E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7500000000000000E+01   +5.0993967606089797E+01   +6.0642447855692907E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7550000000000001E+01   +4.9629226389438614E+01   +6.0615686634019625E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7600000000000001E+01   +4.8201168579534752E+01   +6.0584533001528996E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7649999999999999E+01   +4.6723850320595659E+01   +6.0547499734783607E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7699999999999999E+01   +4.5211217474289029E+01   +6.0502621201171344E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7750000000000000E+01   +4.3676896251069422E+01   +6.0447377944111075E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7800000000000001E+01   +4.2134001569022956E+01   +6.0378633777042943E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7850000000000001E+01   +4.0594963115027795E+01   +6.0292592469393583E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7899999999999999E+01   +3.9071374942908122E+01   +6.0184780886432506E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.7949999999999999E+01   +3.7573872241931078E+01   +6.0050064515652494E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8000000000000000E+01   +3.6112034654918162E+01   +5.9882699697143174E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8050000000000001E+01   +3.4749818059931513E+01   +5.9685901786515778E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8100000000000001E+01   +3.3534076648831395E+01   +5.9466284533798657E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8149999999999999E+01   +3.2447480210667251E+01   +5.9225687307878971E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8199999999999999E+01   +3.1475002437993542E+01   +5.8966385975410859E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8250000000000000E+01   +3.0603592242132841E+01   +5.8690959737222052E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8300000000000001E+01   +2.9821896151480480E+01   +5.8402175927342682E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8350000000000001E+01   +2.9120022969604022E+01   +5.8102893551058351E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8399999999999999E+01   +2.8489343567700413E+01   +5.7795984947218372E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8449999999999999E+01   +2.7922320303284003E+01   +5.7484274114695047E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8500000000000000E+01   +2.7412361466380027E+01   +5.7170489788255807E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8550000000000001E+01   +2.6959537998142871E+01   +5.6861241057651071E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8600000000000001E+01   +2.6563655312455001E+01   +5.6563287916702635E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8649999999999999E+01   +2.6218938761350032E+01   +5.6279711913557719E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8699999999999999E+01   +2.5920483264556843E+01   +5.6013255848157257E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8750000000000000E+01   +2.5664137476984809E+01   +5.5766330115532199E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8800000000000001E+01   +2.5446407781124236E+01   +5.5541027850646138E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.8850000000000001E+01   +2.6407818342766127E+01   +5.5640522513577451E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.8899999999999999E+01   +2.8466573047214009E+01   +5.6045861161417186E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.8949999999999999E+01   +3.0553229818668953E+01   +5.6461852696279337E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9000000000000000E+01   +3.2683524633626014E+01   +5.6881566642369350E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9050000000000001E+01   +3.4849088517672172E+01   +5.7293225799295037E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9100000000000001E+01   +3.6996787374507250E+01   +5.7680911176831501E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9149999999999999E+01   +3.9090599915934533E+01   +5.8038112826567300E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9199999999999999E+01   +4.1126869041851727E+01   +5.8365973506105334E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9250000000000000E+01   +4.3104180541123540E+01   +5.8666616083990604E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9300000000000001E+01   +4.5020692073268080E+01   +5.8942722765116358E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9350000000000001E+01   +4.6873977490246055E+01   +5.9197652494392898E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9399999999999999E+01   +4.8660833219481205E+01   +5.9435577445987192E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9449999999999999E+01   +5.0377038982306196E+01   +5.9661642104718304E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9500000000000000E+01   +5.2017441524499318E+01   +5.9882200380910220E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9550000000000001E+01   +5.3598429781507022E+01   +6.0111727833520277E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9600000000000001E+01   +5.5122428024792370E+01   +6.0367169510231598E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9649999999999999E+01   +5.6567861040106649E+01   +6.0665185097494117E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9699999999999999E+01   +5.7911977459162749E+01   +6.1025252518708726E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9750000000000000E+01   +5.9145495675811041E+01   +6.1462862057225948E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9800000000000001E+01   +6.0303789053303795E+01   +6.1975366236554720E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9850000000000001E+01   +6.1536101078899989E+01   +6.2530940208028149E+01   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +1.0000000000000000E+00
  +1.9899999999999999E+01   +6.1865834403921440E+01   +6.2674846941940110E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +1.9949999999999999E+01   +6.1846606895379971E+01   +6.2664661581960601E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0000000000000000E+01   +6.1827392724849197E+01   +6.2654473323383961E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0050000000000001E+01   +6.1808192588932954E+01   +6.2644282541141116E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0100000000000001E+01   +6.1789007933051714E+01   +6.2634089983788179E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0149999999999999E+01   +6.1769839450672883E+01   +6.2623896025444012E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0199999999999999E+01   +6.1750687084861156E+01   +6.2613700666317087E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0250000000000000E+01   +6.1731550778910304E+01   +6.2603503906585985E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0300000000000001E+01   +6.1712430476342227E+01   +6.2593305746399729E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0350000000000001E+01   +6.1693326120905851E+01   +6.2583106185878101E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0399999999999999E+01   +6.1674237656576189E+01   +6.2572905225112017E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0449999999999999E+01   +6.1655165027553288E+01   +6.2562702864163839E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0500000000000000E+01   +6.1636108178261260E+01   +6.2552499103064648E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0550000000000001E+01   +6.1617067053347277E+01   +6.2542293941810293E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0600000000000001E+01   +6.1598041597680563E+01   +6.2532087380360586E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0649999999999999E+01   +6.1579031756351441E+01   +6.2521879418639699E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0699999999999999E+01   +6.1560037474670310E+01   +6.2511670056536602E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0750000000000000E+01   +6.1541058698166736E+01   +6.2501459293905519E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0800000000000001E+01   +6.1522095372588382E+01   +6.2491247130566315E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0850000000000001E+01   +6.1503147443900126E+01   +6.2481033566304923E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0899999999999999E+01   +6.1484214858283067E+01   +6.2470818600873784E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.0949999999999999E+01   +6.1465297562133557E+01   +6.2460602233992212E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.1000000000000000E+01   +6.1446395502062259E+01   +6.2450384465346851E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.1050000000000001E+01   +6.1427507874751647E+01   +6.2440164920409266E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.1100000000000001E+01   +6.1408633128500739E+01   +6.2429942850962846E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.1149999999999999E+01   +6.1389770463992896E+01   +6.2419717883165987E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.1199999999999999E+01   +6.1370919832743503E+01   +6.2409490017025995E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
  +2.1250000000000000E+01   +6.1352081186466293E+01   +6.2399259252519293E+01   +1.0000000000000000E+00   +1.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00
